"age" "pmaxCO2" "lw95" "lw68" "up68" "up95"
63.50166 347.743519050733 265.807246402171 302.52428701901 420.914758540998 574.816564670368
64.00166 345.634366939023 260.827443300508 299.235649007068 419.715510573662 573.448147755536
64.50166 336.896658418369 256.277613882561 295.271855850768 415.929948840077 576.596478720165
65.00166 333.728143956596 249.573063978134 290.652748727956 410.514486502007 569.655408811797
65.50166 331.329067628504 241.376542381125 284.756958050882 407.460273753819 569.379817242344
66.00166 331.284673362938 232.698332574408 277.027840386344 408.314948957505 570.964571685863
66.50166 330.935210683356 222.861669671909 270.087297834593 409.864562672379 569.25232448523
67.00166 336.041275843666 216.566531376961 269.627505072958 414.169159201613 572.279264209537
67.50166 335.278278704103 218.534076804852 271.723327963445 419.643791435722 577.078625131206
68.00166 338.458358889527 224.027022398211 279.423892499406 428.693533909985 579.651476009051
68.50166 347.146045925654 229.915859034666 286.396359520542 440.045861245859 586.581114867919
69.00166 360.695832821886 231.084319734879 297.474635870275 464.161403585116 599.757364110038
69.50166 378.630561478889 226.172431671832 303.734298867624 489.574770660371 617.800589322442
70.00166 384.210469932096 224.923890512109 312.633808972769 518.300692911085 636.602428177521
70.50166 398.177221018147 219.322959532953 320.370960020852 544.363490418053 652.684025977319
71.00166 410.236716324039 215.750415845081 328.328107869374 559.537885797154 673.847533046979
71.50166 425.652865681154 228.900581274852 342.189825493151 575.483174787616 694.122468125833
72.00166 423.941490849586 227.299588158264 353.022220121187 599.260597132844 729.890182136862
72.50166 436.732728417558 224.767127644427 362.31424080751 628.239062000458 768.929324221733
73.00166 461.56822977159 213.511941110573 371.799134328744 657.488596696049 799.327016359378
73.50166 470.22850183443 200.501563528943 377.404339828775 684.773624934749 833.894221471997
74.00166 564.853008256966 191.209600288592 388.011875534184 708.144544765243 874.095961280806
74.50166 577.758068749676 188.290236679568 400.189468156469 732.927743870158 907.487426305215
75.00166 595.008469487138 208.314342737631 420.951114165246 749.617120993516 930.008784133777
75.50166 615.088388099291 235.790754580405 433.763230114439 772.983848412345 961.299900716335
76.00166 626.238437328533 248.612149597178 445.573129983254 802.937235839866 997.209912377161
76.50166 633.38686420208 262.448698257161 456.809376416791 834.637448783577 1025.23098232351
77.00166 647.344253684515 276.773540364517 471.532965018737 867.712403688698 1064.26524481883
77.50166 664.173841027525 279.141837273193 484.471335716559 901.718935210809 1092.6682199089
78.00166 673.021452515297 279.068197396984 494.646067860028 920.389404353385 1126.10476343748
78.50166 675.320688041106 291.23362509965 505.445571103362 933.208274199426 1164.93360800029
79.00166 674.432325384548 306.448352957568 507.892322610509 938.720072074472 1192.82388003557
79.50166 679.048539247553 323.752381605241 515.7616078286 945.287062443649 1216.89949141382
80.00166 687.890771709831 337.362992503642 521.698562521448 951.953424261515 1246.40742764249
80.50166 684.228518377752 326.861655503767 522.929320669881 957.842966484185 1267.85975093724
81.00166 681.815097235325 308.24767011373 523.314838249381 965.518792998858 1284.23356104134
81.50166 673.574777804887 307.110220709951 528.426245881731 973.806438052806 1294.78536338722
82.00166 679.34263959007 328.884849242056 539.479542772196 972.511049492282 1295.29718169136
82.50166 689.342083443657 343.909698580019 546.327976795385 968.900385167087 1277.81167840847
83.00166 698.913472058301 361.871616141569 553.317432416045 955.024748305272 1270.19119246068
83.50166 707.938206418026 370.868123192657 561.269817797852 949.013640515008 1246.8562477475
84.00166 712.833210314929 373.13778476295 570.08137811185 943.903750172911 1211.97434961665
84.50166 723.810834669373 372.748124755077 570.174491993631 942.078942158084 1192.96506272481
85.00166 736.182063228478 389.415933836875 577.363368016161 941.684785949639 1200.3563379324
85.50166 742.90984875357 419.172158669767 580.324479332531 930.120544712649 1170.89682641227
86.00166 744.50597569062 445.783885032748 586.664680800149 917.066480823308 1132.39616866552
86.50166 736.900161091276 463.721924398708 583.383737686457 905.662908925457 1107.32168131674
87.00166 724.15905458281 490.64367974123 591.350538605425 888.41439153095 1080.49087372659
87.50166 722.060338357088 499.448607359162 599.847758060304 876.628389899597 1033.6765484166
88.00166 735.473663179906 495.321758205925 596.871383956358 869.318047408822 1037.86684508964
88.50166 721.770507898939 495.062729386463 597.729390322465 870.089004297895 1027.69614501648
89.00166 723.985244446023 501.570245261706 606.403262517436 869.060117726772 1023.01623506121
89.50166 733.840001431857 511.837886714035 620.810216712435 873.631488232219 1003.80263314608
90.00166 757.761387105516 524.697973313248 634.966631682664 871.888210912019 1007.80083463925
90.50166 767.587151584509 538.917330249522 641.968439053891 875.390008366048 1003.3941844458
91.00166 769.54501300122 565.729926280428 651.125784150942 886.607021449498 1013.98290380632
91.50166 775.155921202006 579.699945141887 656.896007631832 898.659133304489 1017.89832998082
92.00166 789.932093218186 588.4212701642 668.333939321364 906.871005877402 1036.77725970756
92.50166 784.947910073822 607.196667169961 680.884224137862 915.69721012235 1040.47133696599
93.00166 795.986796911158 621.115946830565 695.035360535341 921.40565114845 1036.35452903045
93.50166 805.350335057583 636.787248306981 713.48347879867 933.133878813485 1039.72618516298
94.00166 808.924446454141 638.112931750513 729.329441487009 951.230767312057 1057.25668199929
94.50166 814.402499142186 648.933931127248 740.014517041825 970.2173725269 1080.29605954395
95.00166 873.777083936777 653.578579644174 749.913346214972 986.234044476102 1102.73751642029
95.50166 887.869552622536 660.019963039568 756.673452883225 1002.31336368177 1121.43756643259
96.00166 889.714567867456 667.543112834346 764.019987676132 1018.04714677229 1135.71536632725
96.50166 902.092249206905 671.193842826074 775.576246007327 1028.82621445968 1146.62962903277
97.00166 907.201889488771 679.836821651463 782.229161150778 1045.07632103531 1161.6512914045
97.50166 907.441880207594 679.89109600581 790.280376103916 1064.12291356501 1191.74065922015
98.00166 920.866257391139 675.761692790328 797.423764643361 1084.50288336865 1212.43338575312
98.50166 939.056348310948 672.668955133384 803.156968377489 1103.80761094506 1236.08102103354
99.00166 952.164296223292 670.30595504676 806.382915300163 1117.73077778073 1251.71174142801
99.50166 961.049714970103 673.950511420706 818.596687318424 1129.23863201671 1266.87192802904
100.00166 960.695651223113 672.304752355143 830.651779078251 1137.49222695357 1276.9688045184
100.50166 931.025156461005 678.080594955835 837.342556633829 1150.40595194616 1295.81886815813
101.00166 965.758802568522 680.552065407765 837.762125407188 1163.53875407882 1321.65460047421
101.50166 976.347549890569 678.864334491368 830.793827600832 1180.30413719646 1334.11305123442
102.00166 977.008721832496 673.492826649185 833.739293535037 1192.70778642222 1359.79476568343
102.50166 1002.81714915317 675.014821459262 839.526895326916 1207.99786018855 1376.48752090434
103.00166 1017.93695221387 665.102929698822 847.425380704464 1221.77146584419 1391.30794545721
103.50166 1026.35376184879 668.605148121288 851.465466002212 1241.77766008072 1408.46620613624
104.00166 1063.61387221835 675.403263738129 860.535062106017 1261.0553215371 1429.88395712816
104.50166 1103.19047286642 692.2543237157 859.703584623839 1279.90048976253 1460.32717502264
105.00166 1062.59223348827 680.16401184915 865.819529831911 1311.03139842818 1509.82260455789
105.50166 1054.67429121461 653.761557568552 861.664731858152 1336.77302521489 1547.91887067665
106.00166 1053.88852806909 658.117353108135 864.623474788109 1356.52053651589 1566.31831250297
106.50166 1055.22627833424 686.805460679956 882.455128236004 1369.81173913491 1588.986097587
107.00166 1057.4870016041 686.215539533579 894.672788283591 1387.68237052054 1599.47109854384
107.50166 1078.6414291281 702.036396085668 906.783160130319 1404.44983925739 1601.17214270553
108.00166 1097.13128748084 703.304413708545 919.636525551011 1424.97580633939 1626.26661723821
108.50166 1105.59009393815 714.604917282477 921.46793246873 1439.87395341193 1639.9264755691
109.00166 1114.88342911276 720.693182821493 932.47998439597 1449.61003711563 1668.80104058216
109.50166 1123.10249956838 725.543788737227 937.910963524605 1459.79652639144 1682.08566403987
110.00166 1135.37802793909 746.33922265586 941.371733327273 1464.99546488868 1686.03398372574
110.50166 1146.6247842277 759.533628616458 948.682658607254 1460.20394488216 1671.45631452046
111.00166 1157.87561631013 769.527997636653 959.743250484721 1447.00314812342 1663.7432463108
111.50166 1175.43083567134 795.004502988144 962.144143437455 1440.37889391683 1682.78513610726
112.00166 1140.32784038136 793.303904906903 962.075652603304 1433.04615700834 1672.90990131381
112.50166 1147.03737232599 784.892189668452 957.079686242525 1431.00302956505 1681.15908916361
113.00166 1151.01797451039 785.339292960076 950.622560619974 1430.22756502203 1670.17493235797
113.50166 1142.96093935285 782.98956448711 949.376226823167 1412.35602322487 1652.16350266282
114.00166 1127.12434708296 778.946891185611 951.107695804476 1393.67451782498 1623.76007733487
114.50166 1118.68744798086 791.128616152161 948.569155287562 1363.40621434925 1577.35984363788
115.00166 1088.15460788387 783.046245548951 945.913756913485 1331.48731917271 1529.31332866372
115.50166 1059.32854327546 784.595292438502 930.483102524392 1306.43211782947 1479.17542798158
116.00166 1043.37052889515 769.273995582123 912.240812655115 1281.30184083665 1450.56405813528
116.50166 1026.12423667854 749.232051461507 902.977399019278 1259.01888166006 1422.14934718855
117.00166 1012.94810981097 742.788773312549 889.710943647775 1241.53908752223 1410.96422869058
117.50166 1005.44551227468 738.730574639516 879.694733933419 1219.44371414236 1376.65152848985
118.00166 1062.85516219425 742.466874241705 868.452116123872 1194.34297818434 1343.93077124684
118.50166 1031.89414504044 736.607351155237 857.613972444855 1166.72180192771 1299.5515004533
119.00166 1014.91360012463 717.875544635586 839.659332142592 1137.4147517156 1262.69425505
119.50166 992.105702174194 709.395310978461 822.859699990611 1112.30163521881 1230.65252134443
120.00166 989.734239858232 691.788410353403 806.435090985089 1094.75101690666 1203.71890106616
120.50166 976.074487848344 681.05112214199 794.181298785222 1080.47762307508 1182.56689212927
121.00166 930.830284030812 673.263228406936 788.162513298597 1068.93543282453 1175.7479415865
121.50166 934.605417462509 673.377269010895 788.709562461618 1057.3484325787 1167.51533525422
122.00166 935.743403019916 669.475814821961 782.751385440255 1053.83863752156 1166.97711449467
122.50166 914.990196298083 638.831767463125 775.097751430545 1053.48132924619 1180.18650497687
123.00166 919.839394487199 624.701641734363 757.363928356528 1058.41635196423 1196.93206432213
123.50166 943.775894704111 601.794775701473 745.582603500591 1062.57493698653 1219.98146310655
124.00166 958.000535806853 590.283686609164 732.091944744076 1066.50333986911 1234.9617199004
124.50166 883.861951638998 584.962173673466 728.869786146224 1067.05913485629 1230.35369071816
125.00166 899.50016191233 584.168850281918 727.315011093901 1074.19812236845 1247.52173879955
125.50166 906.999775333424 577.300679125356 725.014520620339 1087.09632480236 1274.17514175973
126.00166 912.785582165785 572.886564565717 716.260474493673 1106.13566317073 1293.39582830452
126.50166 929.590678113368 559.634983639499 707.794096660387 1130.48434913667 1327.11389480613
127.00166 936.790840314027 538.319419910404 702.995930788347 1142.50642427132 1351.64920812145
127.50166 943.143166792181 532.610717417241 701.692089689774 1146.24001625959 1372.9698653136
128.00166 953.96448039186 540.235897954683 711.554123462035 1148.91889823127 1372.2161412127
128.50166 958.59269388765 553.318941005661 721.212197324734 1152.66628297522 1358.12803496293
129.00166 957.250452431215 560.66053651985 728.203540459287 1156.86722827808 1351.55414922374
129.50166 964.42901070454 567.204616518016 735.156451604223 1158.87031696231 1356.3761868181
130.00166 962.214501008141 556.627503592783 738.618274221445 1171.54846917164 1380.79037503198
130.50166 954.003044084569 551.337568787651 743.602674400184 1182.97072036143 1411.64007901592
131.00166 941.647558962564 557.572064628838 738.601329233318 1188.53545476312 1420.885148574
131.50166 934.672191305601 567.126220346384 741.068198280604 1191.97482636232 1429.24699040048
132.00166 923.840285461383 553.536343708619 754.140727344366 1198.6601896138 1442.89211495194
132.50166 935.365664058685 571.14730449512 760.601479229263 1215.30776182716 1456.32315380273
133.00166 955.402267852287 581.528118050658 766.342426865783 1223.52859174459 1481.94675273842
133.50166 960.359883978009 580.705310822184 771.885634168053 1236.35563192475 1532.29188432865
134.00166 947.173467780312 582.838551355801 763.788557787022 1240.82979488708 1559.8598548163
134.50166 947.289976349891 570.363480807044 761.833837367019 1247.06306668141 1555.44967268158
135.00166 946.678388230285 576.463047767441 762.899316061841 1247.52473021479 1557.9986272914
135.50166 944.009374811682 591.948404229953 768.922273451852 1241.66073038612 1562.58538228729
136.00166 948.00159000012 593.572745954031 771.602187358231 1230.49440251886 1552.53525216028
136.50166 977.722637689764 600.529426571271 771.390591814547 1232.07882009702 1556.82449251606
137.00166 979.497126792766 609.147850427209 773.867567536447 1231.64808976191 1533.76055754499
137.50166 932.943615141682 591.921559928618 765.668892869365 1216.44735177966 1513.31442414765
138.00166 914.35244293119 583.048286205319 758.00293307487 1201.49195239367 1490.84913684815
138.50166 909.720496345593 587.833816402071 756.451427997387 1184.0366310555 1457.84882411884
139.00166 898.830318644994 597.259800336936 751.465510961433 1152.97475868569 1392.91679506961
139.50166 878.628148007582 596.086489966177 746.489983790906 1116.45649974552 1328.79211356495
140.00166 870.600870164086 613.414088256141 739.513503058115 1079.87830253398 1280.12800771778
140.50166 838.775968682 618.506481738598 727.79299599128 1048.90782805905 1221.06388192925
141.00166 851.052160544774 606.198915587932 715.995980094089 1016.72272875766 1187.28349851217
141.50166 866.299743884117 600.792630483133 700.790895934931 996.821449519521 1162.26028449605
142.00166 863.056987916572 594.369069945159 691.117832208221 973.220268303593 1130.45770055865
142.50166 855.908305611814 580.734296310681 681.542956662487 949.939229837511 1093.49690637693
143.00166 845.589915131938 568.266333670326 671.993458521219 920.665769224496 1049.76063454034
143.50166 828.584022385989 557.389028207516 649.269456503732 899.678145497125 1004.74253953142
144.00166 791.298405183799 552.81432585868 630.609134149511 878.117674687707 976.38770667894
144.50166 746.36501825677 534.417662886098 617.475935648938 862.999315371849 962.943053983977
145.00166 732.436638363804 519.355302996955 602.372031284168 853.460180838775 950.309647804717
145.50166 727.801804148433 501.080012565264 590.20960695274 846.666488083634 935.701249763091
146.00166 718.148700586079 497.631168815672 587.783516492627 839.30920795861 931.568754131838
146.50166 706.626147279776 502.853291566849 585.977882003015 830.670261220379 920.988270859003
147.00166 696.131686759491 507.407647837544 589.202874096667 825.48821406989 911.668330412351
147.50166 698.45285724438 505.602082372111 593.952784680262 822.856682121161 903.775258883489
148.00166 700.139292151234 506.32849221439 597.247535742535 824.56237394237 905.846859870118
148.50166 703.114845585918 507.324435990535 599.270797613289 821.609595161079 908.699149423673
149.00166 710.829764955019 505.334829412234 596.963354999598 823.469392003852 908.147911958696
149.50166 717.997869435185 512.655317344753 602.963383299415 824.182264648541 904.321807327702
150.00166 717.211233211826 529.242437619788 609.598553120483 822.541326682672 903.532041661264
150.50166 727.632344191916 538.069466280033 617.260573639934 828.882654132173 911.001908979654
151.00166 736.903138395941 544.760041146653 624.612938091759 833.9909137622 927.897087327207
151.50166 751.3671389004 549.430804523612 628.012788989957 842.139485469488 938.624874204668
152.00166 739.981034227855 548.830972828231 629.847570209669 851.362132144648 951.495109015319
152.50166 736.682013301115 550.962029287913 632.5562733659 856.810297103207 961.894146608071
153.00166 734.643138108757 554.079098826342 634.254024776535 856.155887672579 969.031614765964
153.50166 737.248748906622 549.576778030372 638.055108770199 858.311905649882 975.443975613062
154.00166 744.671777485476 554.136894974532 637.553180022217 863.045060198375 980.767488031759
154.50166 752.534245278722 540.922523842088 630.891895872748 866.342384405171 987.724415188347
155.00166 760.707346021099 535.387917114207 630.015400145841 876.532837427977 1005.01176744028
155.50166 764.655749130784 530.183827657885 623.195426280643 885.144407473629 1021.63323621792
156.00166 764.099707679475 515.535586432767 620.566282952905 893.900567141313 1032.54606058968
156.50166 765.290828110711 512.06425781921 621.687724916247 897.390603760824 1044.28177390359
157.00166 779.314877842555 504.972251490707 622.651344927617 900.673807238377 1043.87506667467
157.50166 786.317307980193 498.008902246406 616.770897184048 908.285622181736 1061.79133404066
158.00166 795.693962863734 484.074003243371 604.718746906769 922.448286933709 1082.89323664714
158.50166 799.584362978329 467.084330567721 600.05052031227 936.995700761769 1109.46291500996
159.00166 804.764860476428 450.969049386749 598.973123662232 952.819893291458 1143.65811020732
159.50166 809.488925777485 440.512680919754 594.632828064192 973.35139462087 1164.37647074972
160.00166 813.097860356214 448.212736318144 606.919754574744 989.54254394218 1172.3904264357
160.50166 818.832088822102 462.349774179292 617.388027761197 1003.04701330172 1186.08537805169
161.00166 815.165984390747 472.057269559007 632.331891939619 1015.56571365362 1194.74595421854
161.50166 822.150376651716 471.035415195519 643.582823254324 1035.30571781385 1241.99811455438
162.00166 835.009800431661 475.535689394295 659.526718687864 1058.60816167822 1275.31212792013
162.50166 856.114481505998 475.470385821258 674.43871365824 1079.920897362 1295.00026806058
163.00166 871.824439128278 482.306831795036 686.522147016653 1097.82940609002 1309.90348055833
163.50166 885.690657133512 511.54598821083 706.878196374919 1106.51975735295 1318.13074332499
164.00166 909.421491615714 537.851957006341 737.414856699499 1121.84230668092 1337.56571249999
164.50166 940.251797082116 567.063588770907 765.842822037152 1138.95641116238 1349.96362450949
165.00166 966.205654631012 617.11923551864 793.762110422056 1158.87443780081 1360.86828114605
165.50166 973.730878649953 659.70325736468 817.940286762333 1179.08874553766 1383.21776937135
166.00166 984.146018751641 684.331934157714 834.948869963861 1200.2444854193 1392.52475348968
166.50166 999.783955745816 708.55273596366 852.108666131538 1209.24816618486 1396.98114929252
167.00166 1015.76150355297 736.965383233884 862.277741144186 1212.4595126591 1382.9289038801
167.50166 1028.98779718048 753.158399748156 873.026970039287 1208.45403896973 1367.66978279763
168.00166 1036.20378330901 776.081775312198 887.097239078902 1207.01386979281 1347.15014732408
