age	CO2 	CO2.1sig
284.43468	231.30	3.00
285.93132	228.00	3.00
286.609955	226.40	3.00
287.44386	231.40	3.00
287.82005	230.40	3.00
288.286425	231.00	3.00
290.1845	234.90	3.00
290.86379	220.40	3.00
291.56287	217.10	3.00
292.81831	207.60	3.00
293.65074	206.00	3.00
294.45529	206.70	3.00
295.364225	212.70	3.00
296.828865	213.10	3.00
298.704615	217.10	3.00
299.37628	224.40	3.00
300.115865	231.00	3.00
301.025615	236.10	3.00
302.08419	239.00	3.00
303.116	236.00	3.00
304.10092	240.20	3.00
305.09981	240.70	3.00
305.77815	250.20	3.00
306.581115	248.60	3.00
307.463265	244.80	3.00
308.3257	225.80	3.00
309.42373	227.80	3.00
310.010975	226.20	3.00
310.7761	233.20	3.00
311.670025	237.80	3.00
312.59343	239.00	3.00
313.343125	241.90	3.00
314.05185	251.60	3.00
314.83621	256.70	3.00
315.657515	257.10	3.00
316.45072	246.80	3.00
317.14987	272.60	3.00
317.932545	251.60	3.00
318.852595	245.20	3.00
319.82966	233.40	3.00
320.916335	255.80	3.00
321.817445	249.20	3.00
323.383345	257.20	3.00
324.166915	260.40	3.00
325.007405	260.30	3.00
325.823	260.50	3.00
326.59109	266.20	3.00
327.435835	264.00	3.00
328.08681	266.10	3.00
328.77075	270.10	3.00
329.41429	271.90	3.00
330.053325	275.10	3.00
331.29355	265.00	3.00
332.144115	271.70	3.00
332.79862	272.60	3.00
333.50009	273.10	3.00
333.997555	282.40	3.00
334.349495	289.10	3.00
334.543885	288.40	3.00
335.102305	298.60	3.00
335.70751	278.10	3.00
336.37754	285.80	3.00
336.86782	278.60	3.00
337.51667	270.50	3.00
338.2135	255.70	3.00
338.991435	241.90	3.00
339.98389	239.60	3.00
340.73508	234.20	3.00
342.79156	250.10	3.00
343.923585	200.70	3.00
345.00085	205.20	3.00
346.320905	204.80	3.00
347.544805	211.90	3.00
349.139085	220.30	3.00
351.676345	221.10	3.00
353.174595	216.20	3.00
354.412975	209.40	3.00
355.81777	209.20	3.00
359.01038	193.00	3.00
360.68384	186.10	3.00
362.5676	185.80	3.00
365.19023	201.20	3.00
368.0659	206.30	3.00
371.38587	201.90	3.00
373.457615	199.90	3.00
375.2046	214.70	3.00
377.03488	224.60	3.00
378.76024	229.60	3.00
382.931485	227.00	3.00
384.557445	240.00	3.00
386.28371	239.10	3.00
387.824815	246.80	3.00
389.410205	245.80	3.00
392.28725	258.10	3.00
392.9771515	259.50	3.00
394.0036909	273.60	3.00
394.906103	260.70	3.00
398.2751273	276.30	3.00
399.9261636	277.10	3.00
400.7100848	283.20	3.00
402.1409152	283.10	3.00
402.8598364	275.70	3.00
404.313297	276.50	3.00
405.0626303	280.50	3.00
406.5428	279.60	3.00
407.282497	285.60	3.00
408.8187152	284.50	3.00
409.5982364	274.70	3.00
410.4538	282.60	3.00
411.3479697	283.50	3.00
413.2586545	274.90	3.00
414.2108606	264.90	3.00
415.1795939	271.60	3.00
415.9456061	276.40	1.60
416.4253152	271.70	1.20
417.4404424	273.40	1.50
417.9567818	271.80	1.70
418.505303	274.60	1.80
419.5757818	273.70	0.80
420.1337636	271.20	1.50
420.7017636	273.80	1.60
421.9121455	268.60	1.40
422.5326545	266.40	1.80
423.225497	270.60	1.10
424.5077455	267.70	2.90
425.1322606	268.30	1.90
425.7409091	270.80	1.10
426.2372727	270.00	2.50
426.6215636	265.40	2.00
427.1549636	255.30	1.30
427.9414	252.10	0.70
428.8402	248.20	0.90
429.1783636	242.50	1.50
431.0237636	219.70	1.70
432.1793091	227.20	2.20
433.850297	211.50	1.70
434.3790727	207.60	1.30
435.9396909	209.80	1.60
437.4854182	207.50	1.30
439.0634182	200.30	1.60
440.6595818	201.70	1.60
442.2307758	201.30	1.10
443.8446485	202.00	1.50
445.3317273	199.10	1.10
447.2191818	201.10	0.90
448.4591818	203.50	0.60
449.5710364	208.10	1.80
450.6428909	201.70	1.70
451.7472788	201.20	2.10
452.7358364	204.90	1.40
453.7756424	201.90	1.80
454.8643091	198.40	1.30
456.0016121	193.30	1.60
457.1144364	192.50	1.00
457.7451273	199.10	0.60
458.2082909	204.30	1.00
458.7940061	203.30	1.00
459.2115515	208.30	1.40
460.2522121	202.40	1.30
461.2860606	195.50	0.80
462.414103	190.70	1.90
463.5266485	194.40	0.70
464.5994727	199.90	2.60
465.2653636	205.20	0.90
465.6017273	210.00	0.70
466.632297	208.10	2.20
467.7066424	204.40	1.90
468.8777091	203.40	1.20
470.0401273	205.50	0.90
470.7259758	206.50	0.90
471.2007939	215.50	2.30
471.8245333	218.70	0.90
472.2630667	229.20	1.40
472.8632727	232.70	0.70
473.2178182	243.70	1.80
473.8008485	243.90	1.10
474.0923636	245.60	0.90
474.9741091	241.20	1.70
475.9252	233.10	0.60
476.9498	232.80	1.10
477.941	236.60	1.00
478.8924606	239.10	0.90
479.4029515	236.50	1.20
479.7756909	231.30	1.00
480.328297	220.80	0.70
480.7266848	218.80	2.30
481.6629636	223.80	1.40
482.5809636	223.40	1.70
483.3953818	227.30	1.30
484.1797879	231.40	1.10
484.9361818	231.40	1.30
485.6675212	231.20	1.20
486.3986727	233.00	1.40
487.1292545	232.90	1.20
487.8480667	231.30	1.20
488.5654545	237.10	1.80
489.3020909	242.00	0.20
489.7197939	240.90	0.40
490.0262909	252.80	2.50
490.4949091	249.30	2.70
490.7339515	242.60	0.60
491.4510788	243.30	1.30
492.1545455	246.70	1.60
492.8637758	243.70	1.40
493.5931091	239.70	1.90
494.3003939	239.10	1.20
495.0241273	238.30	2.00
495.7256909	238.50	1.40
496.4440667	237.60	1.60
497.1876303	236.40	2.10
497.9659758	236.50	1.70
498.7374182	232.80	0.80
499.5267818	230.60	0.50
500.3047818	230.80	1.00
501.0839636	228.20	1.70
501.8614242	230.80	1.40
502.6376364	231.20	0.80
503.4189273	232.00	1.60
504.1771879	232.20	1.40
504.9117818	234.10	0.80
505.6842424	233.90	1.10
506.4837333	235.50	1.80
507.3124	236.00	2.10
508.1177212	238.20	0.90
508.9409818	237.00	0.80
509.7849818	240.30	0.70
510.6523273	233.40	1.00
511.5124485	236.40	1.40
512.3637818	235.20	0.50
513.2047394	242.00	0.80
514.0331152	238.20	1.00
514.8477818	239.20	1.20
515.6507758	241.50	1.30
516.4209818	243.00	0.50
517.1549818	247.20	2.20
517.8760121	246.20	2.60
518.6004606	245.50	1.10
519.3291273	245.30	1.30
520.0733576	247.70	1.40
520.8218061	245.50	0.80
521.5744727	243.50	0.70
523.8018242	241.90	1.40
524.5708667	236.80	0.80
525.337	235.80	1.20
526.107	233.70	0.70
526.8958061	230.30	0.80
527.6986909	227.80	0.60
528.5166909	224.70	1.90
529.4034303	222.70	1.00
530.2905091	221.20	1.20
531.2013818	220.30	0.50
532.0787576	220.70	0.90
532.5925273	214.50	0.50
532.9875697	211.40	2.20
533.5543697	204.40	0.60
533.9322364	200.00	0.80
534.6681818	195.10	0.70
535.0435636	193.80	0.80
535.6950545	190.50	1.70
536.1784727	199.80	1.20
537.3344727	199.40	0.80
538.4407636	205.00	0.90
539.5138182	206.40	0.70
540.5838182	212.90	1.30
541.6538182	211.20	0.70
542.7402061	205.00	0.80
543.8448727	203.60	1.20
544.8859879	208.10	0.80
545.8649091	210.30	1.60
546.8301455	209.60	1.60
547.8066788	209.70	0.80
548.7707758	204.60	1.90
549.7201091	202.50	1.60
550.2307273	208.80	0.70
550.5825455	213.60	0.90
551.3810909	215.20	0.50
552.1110909	219.90	0.50
552.6815636	221.70	1.40
553.0209212	222.30	0.90
553.2459879	226.30	0.90
553.6193939	222.10	1.10
553.8086545	220.30	0.30
554.4796182	223.60	1.10
555.1583455	224.30	2.20
555.8423455	226.70	1.20
556.4070242	233.90	1.50
556.9232909	241.00	1.40
557.1986545	243.00	0.80
557.3850545	249.10	2.10
557.6571394	244.00	1.50
557.8382061	250.50	0.80
558.1545636	245.60	1.30
558.3060182	240.40	0.90
558.7776909	238.10	1.20
559.3160061	234.50	1.00
559.6367636	229.70	0.40
559.8726182	230.20	0.70
560.4366182	230.30	1.50
560.9656	228.30	0.90
561.4507394	231.60	1.20
561.8880727	231.90	1.20
562.3104909	234.60	1.50
562.6556	234.10	0.90
563.1348545	240.10	2.10
563.5357394	242.30	0.50
563.927897	245.70	1.80
564.3105636	245.80	0.50
564.7243576	247.60	1.50
565.134297	251.40	1.70
565.5389636	252.40	1.70
565.8956424	252.60	1.00
566.245303	251.40	0.70
566.5886364	253.70	0.80
566.9183515	254.30	1.60
567.2394909	253.90	0.70
567.5486545	254.50	1.60
567.8848909	253.20	0.90
568.2041394	253.90	1.20
568.5342364	252.80	1.10
568.9301455	253.00	0.60
569.3145939	250.20	0.40
569.6839273	251.30	1.30
570.0672485	250.00	1.30
570.4634606	251.30	1.30
570.8621273	251.80	1.20
571.2614424	251.80	1.30
571.6333576	249.60	0.50
571.9746909	251.60	1.70
572.3155	250.30	1.04
572.6698727	246.31	1.15
573.0535167	247.66	0.68
573.47575	249.19	1.08
573.9130167	248.72	0.39
574.3646545	251.77	1.78
574.806	251.86	0.70
575.2339636	252.08	1.30
575.6545333	248.86	0.98
576.11285	252.54	0.52
576.5991	252.90	1.06
577.1151	251.30	1.06
577.65385	251.34	1.13
578.19635	251.08	0.60
578.74235	249.06	0.48
579.28055	252.92	1.07
579.8331167	251.47	1.80
580.2105045	244.14	1.67
580.4017833	243.81	0.87
580.8140045	236.17	0.30
581.11865	230.26	0.57
581.5465273	225.21	1.57
581.9283	219.41	0.81
582.4545273	215.45	1.07
582.8363	209.88	1.18
583.5742545	206.68	0.51
583.9588	210.64	0.64
586.7208424	223.96	0.87
587.17185	225.99	1.45
587.8886682	234.40	0.50
588.27935	238.78	0.98
588.9409045	246.35	1.80
589.42535	250.20	0.40
590.0401455	248.10	0.56
590.4888	243.56	0.76
591.0194667	237.38	0.75
592.3834712	225.68	1.13
592.7855167	229.39	1.25
593.5612455	233.16	0.28
594.0467545	238.15	0.89
594.8638121	237.98	1.05
595.4364667	232.92	0.60
596.2215576	221.22	1.77
596.7911333	216.44	0.91
597.8036136	216.27	1.48
598.32975	219.02	1.00
599.2182182	225.97	1.14
599.8146318	229.38	1.39
601.25515	232.45	1.30
602.60075	237.86	0.79
603.94915	239.14	1.09
605.30315	244.53	0.70
606.6259091	248.48	1.68
607.9793	254.58	1.22
609.2473	259.22	1.82
610.4295	257.74	0.46
611.5510127	257.82	2.11
611.6006333	259.68	1.16
612.7619667	258.14	1.41
613.9428	256.19	0.39
615.1406	252.75	1.06
616.2991164	252.90	0.62
616.3566	252.73	0.94
617.6095682	252.64	1.06
618.95375	248.29	1.00
620.28375	245.89	0.29
621.65145	243.53	0.81
622.9507327	243.89	2.84
623.05495	239.19	0.83
624.49695	237.93	1.02
625.3979242	235.02	0.35
626.0475	228.51	0.88
626.9694273	215.71	0.48
627.8301	205.76	0.94
629.1396182	199.52	0.77
629.7698527	205.27	0.87
629.8661	200.78	0.50
631.5263227	200.46	1.81
632.3569409	196.50	1.51
634.0775379	193.10	1.55
634.8811448	195.95	1.53
635.0090333	194.86	1.76
636.5215606	194.00	0.66
637.7143667	195.33	1.85
639.4182652	188.85	0.96
640.37225	190.18	0.50
642.0746045	191.38	1.05
642.85665	191.56	1.13
644.3008273	195.31	1.25
645.15065	195.82	0.95
646.376947	189.89	2.02
647.25485	191.85	1.00
648.6124182	193.48	0.74
649.1911	196.17	0.44
650.3484636	189.25	1.22
650.9471	193.44	0.71
652.1042636	187.27	0.54
652.70895	186.79	0.97
653.73025	192.87	1.85
654.43865	194.82	0.98
655.52435	200.00	0.53
656.13265	200.35	0.75
657.1810909	192.93	0.65
657.6542061	189.23	1.78
657.722	190.88	0.87
658.7641	184.10	0.29
659.29382	187.38	1.06
659.4119	185.68	0.41
660.46355	188.43	0.95
661.11832	193.97	0.99
661.2159	191.59	0.77
662.2821773	189.69	1.52
662.7966095	193.91	2.12
662.87755	190.86	1.02
663.9375152	191.02	1.20
664.3204	192.55	1.30
664.4080909	187.77	0.83
665.3219394	180.17	1.12
665.8365212	180.54	1.12
666.75336	174.77	1.04
667.4098573	173.71	1.38
668.4152636	177.71	0.68
668.9155376	180.67	0.71
669.8192988	187.66	0.18
670.2963188	191.51	0.92
671.0707455	194.88	0.97
671.4579261	196.83	0.69
672.1508827	194.79	0.58
672.7613824	197.13	0.99
673.6961061	201.12	1.00
674.2293779	204.67	0.73
675.0284	211.69	0.58
675.4065333	216.12	0.81
676.5307364	222.57	0.76
677.1523091	219.96	0.61
677.6007364	216.59	0.93
678.3281818	218.21	1.38
678.7416194	220.09	1.52
679.4553739	229.16	0.81
679.7351745	232.70	0.90
680.3125848	233.61	0.55
680.6276079	233.11	1.16
681.2256733	225.81	1.21
681.6699267	227.90	1.32
682.3437121	221.31	0.89
682.7400858	219.14	0.95
683.4578635	220.24	1.68
683.8287524	222.70	0.60
684.4236818	225.64	1.65
684.7580591	224.36	1.29
685.2948436	221.82	0.77
685.6798655	220.62	0.70
686.2691091	220.63	1.39
686.5818109	222.62	1.05
687.1540442	222.70	1.05
687.4454973	222.97	1.24
688.0003818	226.73	1.00
688.3001345	227.65	1.34
688.8098703	227.64	1.14
689.1578255	230.67	1.66
689.6932576	232.07	1.29
689.9514515	232.27	1.49
690.4746527	235.80	0.99
690.7363912	236.45	0.53
691.2218348	239.29	1.05
691.4676685	238.42	1.24
691.9679624	239.38	1.95
692.3183436	243.56	0.56
692.8324591	239.30	1.27
693.0770924	238.47	2.15
693.574043	243.70	2.10
693.8212929	237.76	0.84
694.2803485	239.34	0.99
694.5368242	240.46	0.71
694.9491382	239.31	0.91
695.2592618	239.80	1.42
695.7323091	236.80	0.57
695.98188	238.74	1.46
696.4348897	238.05	1.52
696.6448345	238.13	1.28
697.0902909	239.44	0.96
697.3424521	238.42	1.11
697.7466752	239.88	1.27
698.0390036	241.03	0.79
698.5055382	240.90	1.92
698.7532309	241.83	0.73
699.2157512	238.86	1.02
699.4390188	239.01	0.65
699.8647076	239.73	0.80
700.1036855	237.21	0.55
700.4850242	236.72	0.65
700.8148382	236.61	0.48
701.2685273	235.42	0.97
701.5245236	232.46	0.54
701.9931491	230.88	1.02
702.2009236	232.16	0.75
702.7342727	232.18	1.62
703.0099848	230.59	0.26
703.4685218	233.35	1.26
703.7960732	232.28	1.12
704.2505218	232.83	0.52
704.5818055	233.54	1.36
705.0533442	234.04	0.46
705.2439091	235.09	1.68
705.7269518	237.18	1.33
706.0531982	237.66	1.57
706.4929518	236.05	1.75
706.7107395	236.05	0.93
707.3106973	238.85	0.80
707.6437255	233.51	1.46
708.1996806	233.58	1.00
708.4134485	233.11	1.01
708.9591515	234.84	1.15
709.4537879	231.43	0.86
709.9095455	230.51	0.99
710.4564545	227.03	0.73
710.9833564	224.90	0.62
711.3990436	225.39	0.29
712.0214655	224.12	1.49
712.2437273	224.00	1.45
713.3125	223.89	0.47
714.0655782	227.64	1.61
714.403797	227.08	2.01
715.1157327	223.14	0.59
715.5653764	227.58	0.55
716.310163	213.60	0.66
716.5859091	210.51	1.65
717.3482727	198.43	1.17
717.9554848	189.88	1.13
718.7783485	193.46	1.64
719.2871818	200.82	0.75
720.0872855	212.03	0.84
720.5907595	217.04	0.90
721.4075168	219.20	1.18
721.6898636	218.96	1.27
722.5058105	216.10	2.02
722.9945945	212.11	0.69
723.7802267	212.55	1.77
724.142	214.01	1.19
724.9753555	210.48	0.37
725.4744314	211.49	1.28
726.2495918	211.08	1.07
726.5768636	211.43	0.77
727.8985024	210.07	1.62
728.5939021	210.24	0.83
728.9875303	211.08	0.78
729.8369385	210.01	1.01
730.2603145	212.17	1.72
730.9083136	210.16	0.69
731.1842273	210.70	0.34
731.861	211.62	0.36
732.32175	213.73	1.89
732.9935	208.11	1.24
733.329	207.72	0.81
734.02223	210.60	1.03
734.46262	216.15	1.81
735.1345709	214.66	0.71
735.4099091	217.88	0.83
736.1073055	217.19	1.38
736.5222182	213.14	1.66
737.2698194	206.92	1.56
737.6601155	204.52	1.49
738.5809945	191.74	0.93
739.1745555	185.61	0.33
740.1064525	185.40	2.38
740.4609242	183.39	2.40
741.3299024	184.77	2.07
741.8741339	189.14	1.31
742.6447491	188.65	2.71
743.0621697	187.33	0.72
743.9590764	188.18	0.91
744.5231418	188.97	0.90
745.6710455	187.29	1.24
746.6199261	190.24	0.42
747.1770376	187.92	0.32
747.9401958	187.95	1.27
748.3368809	187.54	0.84
749.2629345	188.68	1.26
749.8141787	190.17	1.76
750.7064409	192.08	1.57
751.03625	191.30	1.38
751.9738682	193.55	1.88
752.5658818	197.50	1.30
753.4890691	195.43	0.34
753.9346545	203.90	1.84
755.1145776	199.05	1.70
755.5868285	203.30	1.53
756.5661685	208.10	1.96
756.8506803	209.45	1.36
757.7854509	213.61	2.15
758.3624158	218.35	2.34
759.1356915	222.72	1.50
759.5618788	226.94	1.42
759.8782121	223.02	0.68
760.1082727	225.37	1.75
760.5160552	225.62	2.33
760.9399418	222.71	1.23
761.8644882	216.64	0.75
762.166043	214.69	1.12
763.1018036	214.00	1.86
763.7705842	219.95	0.23
764.6768824	223.89	2.06
765.1818166	222.93	0.92
765.5866364	233.66	3.05
765.8514848	229.41	2.67
766.1885045	232.12	1.38
766.8089121	230.62	0.89
767.7471624	224.86	1.56
768.1172576	223.82	0.51
769.0613844	221.64	0.41
769.6514236	225.87	0.95
770.5991467	230.63	2.11
771.0206667	229.56	1.80
771.5193333	236.32	1.64
771.8126667	234.24	1.61
772.1752645	239.71	1.87
772.4745636	243.89	1.10
772.7379595	246.49	2.17
772.9956364	243.85	2.09
773.2498182	246.03	2.45
773.6844691	237.78	1.51
774.0441364	239.23	1.00
774.9588082	238.39	2.26
775.5380111	241.74	0.87
776.3322588	245.32	0.36
776.782697	248.92	0.63
777.6817497	247.30	2.01
778.2327918	252.46	0.67
779.0579836	254.93	0.48
779.3675455	254.69	1.13
780.1889227	254.43	2.36
780.7194364	252.52	0.93
781.5628318	257.21	0.60
781.8866818	251.51	0.70
782.7284497	257.44	0.65
783.1985297	255.02	1.06
784.2617559	260.92	2.51
785.0340824	255.85	0.66
785.5190509	259.66	0.24
786.1896018	262.23	2.57
786.563257	264.35	1.38
787.3555127	269.36	1.26
787.8035691	266.00	0.73
788.47924	257.20	1.52
788.6918715	257.02	2.69
789.4940409	238.64	0.78
789.9530091	235.49	2.99
790.6394052	227.38	0.84
791.0568827	230.55	1.77
792.0307836	224.69	3.67
792.6173012	214.45	2.53
793.5193889	213.36	1.60
793.8527583	218.39	1.93
795.1224545	208.79	1.67
795.6873182	204.62	1.99
796.8525909	198.79	2.10
797.3788182	197.91	1.42
798.6812979	200.49	2.19
801.2360591	198.68	1.74
802.8720874	198.66	0.98
803.7092524	202.65	1.04
803.9252844	202.92	2.06
804.0098706	207.50	0.92
804.5226746	204.86	1.64
805.1324423	202.23	0.69
805.6688684	207.29	2.20
